X,Y,method,covar,alternative,n,r,CI95%,p-unc,p-corr,p-adjust,r2
Yield_Mg_ha,Flow_pFlwStG_4,spearman,['PRS10'],two-sided,94762,0.0004178139802089417,[-0.01  0.01],0.897662190426451,1.0,bonf,1.7456852205803792e-07
Yield_Mg_ha,Es_pEmeEnJ,spearman,['PRS10'],two-sided,94762,-0.0005379421663598596,[-0.01  0.01],0.8684764361471757,1.0,bonf,2.893817743479389e-07
Yield_Mg_ha,Flow_pMatHar_9,spearman,['PRS10'],two-sided,94762,-0.0008628740086316582,[-0.01  0.01],0.7905338667856106,1.0,bonf,7.44551554772067e-07
Yield_Mg_ha,SDR_pStGEnG_6,spearman,['PRS10'],two-sided,94762,-0.0012643153641731786,[-0.01  0.01],0.6971336083961771,1.0,bonf,1.5984933400843573e-06
Yield_Mg_ha,FlowNO3_pEnGMat_9,spearman,['PRS10'],two-sided,94762,-0.0012847328948136746,[-0.01  0.01],0.6924903005405074,1.0,bonf,1.6505386110163241e-06
Yield_Mg_ha,Es_pFloFla,spearman,['PRS10'],two-sided,94762,0.0018146376514378243,[-0.    0.01],0.5764361162742921,1.0,bonf,3.292909806015783e-06
Yield_Mg_ha,Flow_pFloFla_4,spearman,['PRS10'],two-sided,94762,-0.0021009609626270057,[-0.01  0.  ],0.5178023234557431,1.0,bonf,4.4140369664825945e-06
Yield_Mg_ha,Flux_pGerEme_1,spearman,['PRS10'],two-sided,94762,0.0023379670808052772,[-0.    0.01],0.4717132253430637,1.0,bonf,5.46609007092915e-06
Yield_Mg_ha,CoverGreen_pGerEme,spearman,['PRS10'],two-sided,94762,-0.002384813645163178,[-0.01  0.  ],0.4628785944637128,1.0,bonf,5.687336122156484e-06
Yield_Mg_ha,FlowNO3_pStGEnG_1,spearman,['PRS10'],two-sided,94762,-0.002653187087001697,[-0.01  0.  ],0.41408358201652684,1.0,bonf,7.039401718632551e-06
Yield_Mg_ha,Sulfate-S ppm S,spearman,['PRS10'],two-sided,76441,-0.0034594071679176297,[-0.01  0.  ],0.3388516670382786,1.0,bonf,1.1967497953439876e-05
Yield_Mg_ha,Flux_pMatHar_1,spearman,['PRS10'],two-sided,94762,0.004569046480238809,[-0.    0.01],0.15957840033435491,1.0,bonf,2.087618573858265e-05
Yield_Mg_ha,Flow_pEmeEnJ_2,spearman,['PRS10'],two-sided,94762,-0.004890091768223719,[-0.01  0.  ],0.13224194817476925,1.0,bonf,2.391299750164938e-05
Yield_Mg_ha,Flow_pEnJFlo_3,spearman,['PRS10'],two-sided,94762,0.005076474922746255,[-0.    0.01],0.11812442783428487,1.0,bonf,2.57705976412716e-05
Yield_Mg_ha,Flux_pStGEnG_1,spearman,['PRS10'],two-sided,94762,-0.006046674781524909,[-0.01  0.  ],0.06269378327083648,1.0,bonf,3.656227591352931e-05
Yield_Mg_ha,Flux_pFlwStG_9,spearman,['PRS10'],two-sided,94762,-0.0060602392010359425,[-0.01  0.  ],0.06210678711964344,1.0,bonf,3.672649917377276e-05
Yield_Mg_ha,Es_pGerEme,spearman,['PRS10'],two-sided,94762,0.006357070490427362,[-0.    0.01],0.05035823553122306,1.0,bonf,4.041234522026238e-05
Yield_Mg_ha,SDR_pStGEnG_4,spearman,['PRS10'],two-sided,94762,0.0065389017183818616,[0.   0.01],0.04412693505801658,1.0,bonf,4.275723568265726e-05
Yield_Mg_ha,Flow_pEnJFlo_6,spearman,['PRS10'],two-sided,94762,-0.006830745714963111,[-0.01 -0.  ],0.03548990225513851,1.0,bonf,4.665908702248691e-05
Yield_Mg_ha,Runoff_pMatHar,spearman,['PRS10'],two-sided,94762,0.006892615999750359,[0.   0.01],0.0338570463167471,1.0,bonf,4.750815532001464e-05
Yield_Mg_ha,Flow_pFlwStG_2,spearman,['PRS10'],two-sided,94762,0.0069483763181539164,[0.   0.01],0.032440903000043,1.0,bonf,4.827993345868217e-05
Yield_Mg_ha,biomass_pEmeEnJ,spearman,['PRS10'],two-sided,94762,0.00716758012424027,[0.   0.01],0.027354947957988263,1.0,bonf,5.137420483740416e-05
Yield_Mg_ha,Runoff_pFloFla,spearman,['PRS10'],two-sided,94762,0.007538416109390867,[0.   0.01],0.020309863252451116,1.0,bonf,5.682771743832374e-05
Yield_Mg_ha,FlowNO3_pMatHar_3,spearman,['PRS10'],two-sided,94762,0.007811623377065,[0.   0.01],0.016186701436918246,1.0,bonf,6.1021459785108394e-05
Yield_Mg_ha,Flow_pEmeEnJ_3,spearman,['PRS10'],two-sided,94762,0.008939034482707655,[0.   0.02],0.005927844044616596,1.0,bonf,7.990633748303652e-05
Yield_Mg_ha,Flow_pFloFla_9,spearman,['PRS10'],two-sided,94762,-0.009009321864138888,[-0.02 -0.  ],0.005547661640052311,1.0,bonf,8.1167880451651e-05
Yield_Mg_ha,PAWmm_pEnJFlo_1,spearman,['PRS10'],two-sided,94762,-0.00905332937022406,[-0.02 -0.  ],0.0053209710072514346,1.0,bonf,8.196277268576158e-05
